region,oficina,direccion,horario,href
maule,san rafael,abel maldonado s/n,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Abel+Maldonado+s%2Fn,-35.304882,-71.515021"
maule,sauzal,consultorio de salud municipal,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Consultorio+de+Salud+Municipal,-35.721230,-72.127284"
maule,so arturo prat (c.e.v),2 sur 4 oriente n°1090,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?2+sur+4+oriente+N%C2%B01090,-35.428531,-71.661749"
maule,so curico aguas negras,villa los cisnes pje concaven n°449,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Villa+Los+Cisnes+pje+Concav%C3%A9n+N%C2%B0449,-34.996756,-71.250962"
maule,so espacio urbano,"av. leon bustos n°280, local 25",lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Av.+Le%C3%B3n+Bustos+N%C2%B0280%2C+Local+25,-35.843543,-71.606582"
maule,so hospital curico,chacabuco n°121,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Chacabuco+N%C2%B0121,-34.989940,-71.235351"
maule,so hospital talca,1 norte n° 1990 - 1er piso interior hospital,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?1+Norte+N%C2%B0+1990+-+1er+Piso+Interior+Hospital,-35.4270536,-71.6483745"
maule,so mall plaza maule talca,"avda. circunvalacion oriente 1055, talca local n°303, tercer piso del mall plaza maule.",lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Avda.+Circunvalaci%C3%B3n+Oriente+1055%2C+Talca+Local+N%C2%B0303%2C+Tercer+Piso+del+Mall+Plaza+Maule.,-35.432439,-71.630775"
maule,so sarmiento,"pasaje los aguiluchos n°125, villa parque los guindos",jueves por medio de 08:30 a 14:00 horas desde 03 de septiembre. usuarios derivados a curico el resto del mes.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Pasaje+los+Aguiluchos+N%C2%B0125%2C+Villa+Parque+los+Guindos,,"
maule,talca,3 sur 1188,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?3+Sur+1188,-35.429684,-71.660166"
maule,teno,san juan de dios n°190,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?San+Juan+de+Dios+N%C2%B0190,-34.866857,-71.159221"
maule,vichuquen,manuel rodriguez n°325,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Manuel+Rodr%C3%ADguez+N%C2%B0325,-34.884494,-71.992489"
maule,villa alegre,alcalde manuel rodriguez c/av. espana n°501,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Alcalde+Manuel+Rodr%C3%ADguez+c%2Fav.+Espa%C3%B1a+N%C2%B0501,-35.675143,-71.745820"
maule,villa prat,calle principal s/n,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Calle+Principal+s%2Fn,-35.098915,-71.617213"
maule,yerbas buenas,av.27 de abril n°061,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Av.27+de+Abril+N%C2%B0061,-35.747061,-71.581180"
metropolitana,alameda (c.e.v),"huerfanos n° 1570, piso -1",lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Hu%C3%A9rfanos+N%C2%B0+1570%2C+piso+-1,-33.440475,-70.658875"
metropolitana,alhue,esmeralda n° 091,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Esmeralda+N%C2%B0+091,-34.030189,-71.099541"
metropolitana,buin,manuel montt n° 140,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Manuel+Montt+N%C2%B0+140,-33.730908,-70.742335"
metropolitana,calera de tango,paradero 6,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Paradero+6,-33.629861,-70.762542"
metropolitana,centro bicentenario,moneda n°1342. edificio bicentenario,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Moneda+N%C2%B01342.+Edificio+Bicentenario,-33.442413253374994,-70.655457865715"
metropolitana,cerrillos,las hortensias n° 400,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Las+Hortensias+N%C2%B0+400,-33.489875,-70.707140"
metropolitana,cerro navia,del consistorial n° 6698,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Del+Consistorial+N%C2%B0+6698,-33.434674,-70.730251"
metropolitana,colina,nueva colina n° 700,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Nueva+Colina+N%C2%B0+700,-33.19974511234511,-70.6812955178604"
metropolitana,conchali,av. dorsal n° 1908,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Av.+Dorsal+N%C2%B0+1908,-33.398020,-70.669631"
metropolitana,curacavi,ambrosio o´higgins n° 2002,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Ambrosio+O%C2%B4Higgins+N%C2%B0+2002,-33.405319,-71.136595"
metropolitana,el bosque,alejandro guzman n° 925,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Alejandro+Guzm%C3%A1n+N%C2%B0+925,-33.556488,-70.662386"
metropolitana,el monte,benavente n° 166,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Benavente+N%C2%B0+166,-33.677997,-70.977894"
metropolitana,estacion central,obispo umana n° 50,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Obispo+Uma%C3%B1a+N%C2%B0+50,-33.452699,-70.684957"
metropolitana,huechuraba,avda. estados unidos n° 5608,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Avda.+Estados+Unidos+N%C2%B0+5608,-33.374928,-70.633514"
metropolitana,independencia,hipodromo chile n° 1750,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Hip%C3%B3dromo+Chile+N%C2%B0+1750,-33.406546,-70.664942"
metropolitana,isla de maipo,cortes n° 121,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Cortes+N%C2%B0+121,-33.752729,-70.902822"
metropolitana,la cisterna,gran avda. jose miguel carrera n° 8486,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Gran+Avda.+Jos%C3%A9+Miguel+Carrera+N%C2%B0+8486,-33.538408,-70.666283"
metropolitana,la florida,froilan roa n°1190,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Froil%C3%A1n+Roa+n%C2%B01190,-33.517372,-70.595098"
metropolitana,la granja,combarbala n° 0536,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Combarbala+N%C2%B0+0536,-33.529572,-70.622200"
metropolitana,la pintana,baldomero lillo n° 1711,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Baldomero+Lillo+N%C2%B0+1711,-33.582618,-70.633700"
metropolitana,la reina,av. alcalde fernando castillo velasco n° 8580,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Av.+Alcalde+Fernando+Castillo+Velasco+N%C2%B0+8580,-33.451209,-70.542752"
metropolitana,lampa,arturo prat n° 1182,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Arturo+Prat+N%C2%B0+1182,-33.288768,-70.870325"
metropolitana,las condes,av. apoquindo n° 4501,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Av.+Apoquindo+N%C2%B0+4501,-33.414188,-70.582977"
metropolitana,lo barnechea,el rodeo 12777,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?El+Rodeo+12777,-33.358142,-70.508087"
metropolitana,lo espejo,av. central raul silva henriquez n° 8105,"cerrada temporalmente, usuarios atendidos en huerfanos 1570, piso -1. lunes a viernes 08:30 a 14:00 hrs.","https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Av.+Central+Ra%C3%BAl+Silva+Henr%C3%ADquez+N%C2%B0+8105,-33.522372211191566,-70.69754719734192"
metropolitana,lo prado,av. san pablo n° 5849,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Av.+San+Pablo+N%C2%B0+5849,-33.443304,-70.716172"
metropolitana,macul,quilin n° 3248,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Quilin+N%C2%B0+3248,-33.485227,-70.598778"
metropolitana,maipu,calle alberto llona n° 1585 - 1595,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Calle+Alberto+Llona+N%C2%B0+1585+-+1595,-33.51249712777864,-70.75560361146927"
metropolitana,mall plaza tobalaba,av. camilo henriquez n° 3296,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Av.+Camilo+Henr%C3%ADquez+N%C2%B0+3296,-33.569111,-70.554886"
metropolitana,maria pinto,av. francisco costabal n° 78,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Av.+Francisco+Costabal+N%C2%B0+78,-33.513212,-71.119735"
metropolitana,melipilla,plaza de armas s/n,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Plaza+de+armas+s%2Fn,-33.688335,-71.222888"
metropolitana,nunoa,duble almeyda n° 3143,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Dubl%C3%A9+Almeyda+N%C2%B0+3143,-33.456523,-70.598497"
metropolitana,padre hurtado,camino a melipilla n° 3295,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Camino+a+Melipilla+N%C2%B0+3295,-33.576539,-70.822531"
metropolitana,paine,calle maipo n° 520,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Calle+Maipo+N%C2%B0+520,-33.809805,-70.738283"
metropolitana,pedro aguirre cerda,"avenida club hipico n° 4676, local 1, comuna de pedro aguirre cerda.",lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Avenida+Club+H%C3%ADpico+N%C2%B0+4676%2C+local+1%2C+comuna+de+Pedro+Aguirre+Cerda.,-33.492420,-70.672379"
metropolitana,penaflor,prado tagle n° 148,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Prado+Tagle+N%C2%B0+148,-33.607757,-70.900505"
metropolitana,penalolen,av. grecia n° 8735,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Av.+Grecia+N%C2%B0+8735,-33.476145,-70.540427"
metropolitana,pirque,ramon subercaseaux n° 90,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Ram%C3%B3n+Subercaseaux+N%C2%B0+90,-33.635522,-70.572975"
metropolitana,providencia,"francisco noguera n° 200, esquina andres bello",lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Francisco+Noguera+N%C2%B0+200%2C+esquina+Andres+Bello,-33.422192,-70.614817"
metropolitana,pudahuel,san pablo n° 8400,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?San+Pablo+N%C2%B0+8400,-33.444695,-70.743968"
metropolitana,puente alto,concha y toro n° 461-b,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Concha+y+Toro+N%C2%B0+461-B,-33.607904,-70.576232"
metropolitana,quilicura,av. bernardo o´higgins nn 285,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Av.+Bernardo+O%C2%B4Higgins+nN++285,-33.3575060124858,-70.72935819625849"
metropolitana,quinta normal,walker martinez n° 1811,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Walker+Martinez+N%C2%B0+1811,-33.42131100414097,-70.70153624081422"
metropolitana,recoleta,avda. recoleta n°2774,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Avda.+Recoleta+N%C2%B02774,-33.401681,-70.642938"
metropolitana,renca,jm. balmaceda n° 4150,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?JM.+Balmaceda+N%C2%B0+4150,-33.403622,-70.704939"
metropolitana,san bernardo,victoria n° 383,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Victoria+N%C2%B0+383,-33.591153,-70.701957"
metropolitana,san joaquin,sierra bella n° 2888,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Sierra+Bella+N%C2%B0+2888,-33.482200,-70.631531"
metropolitana,san jose de maipo,el volcan n° 19.379,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?El+Volc%C3%A1n+N%C2%B0+19.379,-33.782760,-70.240713"
metropolitana,san miguel,gran avenida n° 4751,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Gran+Avenida+N%C2%B0+4751,-33.497462,-70.653311"
metropolitana,san pedro de melipilla,"av. hermosilla n° 11, san pedro",lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Av.+Hermosilla+N%C2%B0+11%2C+San+Pedro,-33.894096,-71.467842"
metropolitana,san ramon,av. vicuna mackenna n° 1789,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Av.+Vicu%C3%B1a+Mackenna+N%C2%B0++1789,-33.542424,-70.644151"
metropolitana,santiago,"huerfanos n° 1570, piso 1",lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Hu%C3%A9rfanos+N%C2%B0+1570%2C+piso+1,-33.440476,-70.659257"
metropolitana,so arauco maipu,av. americo vespucio n° 51,"lunes a viernes 08:30 a 14:00 hrs., cedula de identidad y pasaporte solo con agendamiento","https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Av.+Am%C3%A9rico+Vespucio+N%C2%B0+51,-33.493334,-70.747073"
metropolitana,so hospital jj. aguirre independencia,santos dumont n° 99,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Santos+Dumont+N%C2%B0+99,-33.420777,-70.652937"
metropolitana,so hospital padre hurtado san ramon,"esperanza n°2150, santa rosa",lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Esperanza+n%C2%B02150%2C+Santa+Rosa,-33.553775,-70.635325"
metropolitana,so hospital san borja arriaran,sta. rosa n° 1234,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Sta.+Rosa+N%C2%B0+1234,-33.461628,-70.642823"
metropolitana,so hospital san jose independencia,san jose n° 1196,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?San+J%C3%B3se+N%C2%B0+1196,-33.415332,-70.652754"
metropolitana,so hospital san juan de dios,chacabuco n° 430,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Chacabuco+N%C2%B0+430,-33.442417,-70.680043"
metropolitana,so hospital sotero del rio puente alto,concha y toro n° 3459,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Concha+y+Toro+N%C2%B0+3459,-33.577539,-70.581908"
metropolitana,so instituto medico legal independencia,av. la paz n° 1012,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Av.+La+Paz+N%C2%B0+1012,-33.419057,-70.650394"
metropolitana,so la florida,vicuna mackenna oriente n° 7425,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Vicu%C3%B1a+Mackenna+Oriente+N%C2%B0+7425,-33.521654,-70.598931"
metropolitana,so mall plaza sur ( s. bdo.),"av. jorge alessandri n°2040, san bernardo",lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Av.+Jorge+Alessandri+n%C2%B02040%2C+San+Bernardo,-33.629128,-70.713437"
metropolitana,talagante,o'higgins n° 1172,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?O%27Higgins+N%C2%B0+1172,-33.664139,-70.929451"
metropolitana,til-til,av. daniel moya n° 172,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Av.+Daniel+Moya+N%C2%B0+172,-33.088270,-70.921297"
metropolitana,vitacura,av. bicentenario n° 3800,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Av.+Bicentenario+N%C2%B0+3800,-33.396856,-70.601291"
nuble,bulnes,"v. bianchi n°415, 1° piso, edificios publicos",lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?V.+Bianchi++N%C2%B0415%2C+1%C2%B0+Piso%2C+Edificios+P%C3%BAblicos,-36.742942,-72.299438"
nuble,bustamante,camino publico s/n,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Camino+P%C3%BAblico+s%2Fn,-36.589691,-71.766475"
nuble,cachapoal,independencia s/n,1er y 3er jueves de cada mes de 08:30 a 14:00 hrs,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Independencia+s%2Fn,-36.453340,-71.737450"
nuble,chillan,av. libertad n°555 edif. publicos,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Av.+Libertad+N%C2%B0555+Edif.+P%C3%BAblicos,-36.605305,-72.102885"
nuble,chillan viejo,erasmo escala n°630,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Erasmo+Escala+N%C2%B0630,-36.625570,-72.126980"
nuble,cobquecura,chacabuco n°315,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Chacabuco+N%C2%B0315,-36.132251,-72.791880"
nuble,coelemu,exequiel larenas n°579,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Exequiel+Larenas+N%C2%B0579,-36.487751,-72.703631"
nuble,coihueco,arturo prat s/n,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Arturo+Prat+s%2Fn,-36.628444,-71.831106"
nuble,el carmen,baquedano n°385,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Baquedano+N%C2%B0385,-36.897057,-72.025477"
nuble,ninhue,arturo prat n°305,"lunes, martes y viernes de 08:30 a 14:00","https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Arturo+Prat+N%C2%B0305,-36.391656,-72.398776"
nuble,pemuco,claudio carrasco n°596,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Claudio+Carrasco+N%C2%B0596,-36.977392,-72.097964"
nuble,pinto,ernesto riquelme s/n,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Ernesto+Riquelme+s%2Fn,-36.703010,-71.891592"
nuble,portezuelo,san martin n°336,martes y jueves 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?San+Martin+N%C2%B0336,-36.533261,-72.409565"
nuble,quillon,el roble n°696,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?El+Roble+N%C2%B0696,-36.744825,-72.475723"
nuble,quinchamali,huechupin s/n,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Huechupin+s%2Fn,-36.647831,-72.401386"
nuble,quirihue,esmeralda n°598,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Esmeralda+N%C2%B0598,-36.283599,-72.540407"
nuble,ranquil,nicasio alarcon n°416,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Nicasio+Alarc%C3%B3n+N%C2%B0416,-36.651206,-72.595105"
nuble,san carlos,ernesto riquelme n°543,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Ernesto+Riquelme+N%C2%B0543,-36.425625,-71.959088"
nuble,san fabian de alico,18 de septiembre s/n,lunes a viernes de 08:30 a 14:00 hrs; excepto el 1er y 3er jueves de cada mes donde oficial civil va a cachapoal,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?18+de+Septiembre+s%2Fn,-36.556443,-71.550747"
nuble,san gregorio de niquen,estado s/n,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Estado+s%2Fn,-36.282475,-71.813743"
nuble,san ignacio,angel custodio s/n,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Angel+Custodio+s%2Fn,-36.799079,-72.030838"
nuble,san nicolas,prat s/n,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Prat+s%2Fn,-36.503151,-72.213253"
nuble,so hospital chillan,hospital chillan,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Hospital+Chill%C3%A1n,-36.609534,-72.092886"
nuble,treguaco,lautaro s/n,martes y jueves 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Lautaro+s%2Fn,-36.421041,-72.660792"
nuble,yungay,esmeralda n°380,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Esmeralda+N%C2%B0380,-37.121591,-72.013324"
